CPU: [11th Gen Intel(R) Core(TM) i5-11400F @ 2.60GHz]
12 threads with OpenMP
Training data: (2000,784) 6.0 MB
Validation data: (5000,784) 15.0 MB
Testing data: (10000,784) 29.9 MB
Network: mnistpso-ff
Input, shape:[28,28], parameters: 0, memory:3.1 KB
Dense(softmax), shape:[10], parameters:7850, memory:61.3 KB

Number of values in each chain: 2000
Searching with 10000 particles for 200 iterations...
Iteration   1, time: 11m 24s, best minima: 0.440400, worst: 0.686200, mean: 0.547482
Iteration   2, time: 11m 17s, best minima: 0.407400, worst: 0.627600, mean: 0.509114
Iteration   3, time: 11m 08s, best minima: 0.391600, worst: 0.588200, mean: 0.477537
Iteration   4, time: 11m 00s, best minima: 0.360800, worst: 0.552600, mean: 0.458987
Iteration   5, time: 11m 17s, best minima: 0.360400, worst: 0.528000, mean: 0.440959
Iteration   6, time: 11m 05s, best minima: 0.352600, worst: 0.516000, mean: 0.428744
Iteration   7, time: 11m 01s, best minima: 0.341000, worst: 0.515000, mean: 0.419487
Iteration   8, time: 11m 06s, best minima: 0.341000, worst: 0.515000, mean: 0.414402
Iteration   9, time: 11m 08s, best minima: 0.341000, worst: 0.494000, mean: 0.409985
Iteration  10, time: 11m 12s, best minima: 0.340200, worst: 0.486400, mean: 0.405950
Iteration  11, time: 11m 17s, best minima: 0.340200, worst: 0.486400, mean: 0.402661
Iteration  12, time: 10m 59s, best minima: 0.337000, worst: 0.479200, mean: 0.399866
Iteration  13, time: 11m 10s, best minima: 0.329600, worst: 0.472400, mean: 0.397056
Iteration  14, time: 10m 57s, best minima: 0.326600, worst: 0.472400, mean: 0.392764
Iteration  15, time: 11m 00s, best minima: 0.324600, worst: 0.471600, mean: 0.389006
Iteration  16, time: 11m 02s, best minima: 0.320600, worst: 0.445800, mean: 0.385936
Iteration  17, time: 10m 59s, best minima: 0.320600, worst: 0.441600, mean: 0.383436
Iteration  18, time: 10m 58s, best minima: 0.315400, worst: 0.440200, mean: 0.381027
Iteration  19, time: 11m 07s, best minima: 0.315400, worst: 0.437200, mean: 0.376521
Iteration  20, time: 11m 06s, best minima: 0.312000, worst: 0.436600, mean: 0.372961
Iteration  21, time: 11m 04s, best minima: 0.312000, worst: 0.429200, mean: 0.369531
Iteration  22, time: 11m 06s, best minima: 0.311200, worst: 0.429200, mean: 0.366656
Iteration  23, time: 11m 04s, best minima: 0.307400, worst: 0.429200, mean: 0.363659
Iteration  24, time: 11m 02s, best minima: 0.307400, worst: 0.419200, mean: 0.361362
Iteration  25, time: 11m 04s, best minima: 0.307400, worst: 0.414000, mean: 0.359342
Iteration  26, time: 11m 01s, best minima: 0.304600, worst: 0.413800, mean: 0.357331
Iteration  27, time: 11m 03s, best minima: 0.303200, worst: 0.413800, mean: 0.354763
Iteration  28, time: 11m 03s, best minima: 0.300000, worst: 0.413800, mean: 0.352053
Iteration  29, time: 10m 58s, best minima: 0.300000, worst: 0.413800, mean: 0.349516
Iteration  30, time: 11m 03s, best minima: 0.299200, worst: 0.401400, mean: 0.347334
Iteration  31, time: 10m 57s, best minima: 0.298400, worst: 0.399000, mean: 0.345555
Iteration  32, time: 10m 58s, best minima: 0.298400, worst: 0.399000, mean: 0.344137
Iteration  33, time: 10m 56s, best minima: 0.295600, worst: 0.399000, mean: 0.342525
Iteration  34, time: 11m 05s, best minima: 0.294600, worst: 0.398800, mean: 0.340778
Iteration  35, time: 11m 02s, best minima: 0.293000, worst: 0.398800, mean: 0.339263
Iteration  36, time: 10m 56s, best minima: 0.293000, worst: 0.398800, mean: 0.337820
Iteration  37, time: 11m 01s, best minima: 0.291400, worst: 0.392600, mean: 0.336437
Iteration  38, time: 11m 03s, best minima: 0.291400, worst: 0.392600, mean: 0.335324
Iteration  39, time: 10m 58s, best minima: 0.291400, worst: 0.390200, mean: 0.334149
Iteration  40, time: 11m 03s, best minima: 0.291400, worst: 0.387600, mean: 0.332746
Iteration  41, time: 11m 02s, best minima: 0.285400, worst: 0.387600, mean: 0.331467
Iteration  42, time: 10m 53s, best minima: 0.285400, worst: 0.387600, mean: 0.330250
Iteration  43, time: 10m 59s, best minima: 0.285400, worst: 0.387600, mean: 0.329071
Iteration  44, time: 10m 55s, best minima: 0.285400, worst: 0.387600, mean: 0.327835
Iteration  45, time: 11m 01s, best minima: 0.283400, worst: 0.387600, mean: 0.326585
Iteration  46, time: 11m 01s, best minima: 0.281000, worst: 0.387600, mean: 0.325107
Iteration  47, time: 11m 01s, best minima: 0.281000, worst: 0.387600, mean: 0.323361
Iteration  48, time: 10m 57s, best minima: 0.278400, worst: 0.387600, mean: 0.321770
Iteration  49, time: 10m 59s, best minima: 0.278400, worst: 0.387600, mean: 0.320355
Iteration  50, time: 10m 56s, best minima: 0.278200, worst: 0.376800, mean: 0.319070
Iteration  51, time: 10m 53s, best minima: 0.277000, worst: 0.371800, mean: 0.317557
Iteration  52, time: 10m 58s, best minima: 0.277000, worst: 0.371800, mean: 0.316376
Iteration  53, time: 10m 57s, best minima: 0.275600, worst: 0.371600, mean: 0.315258
Iteration  54, time: 10m 58s, best minima: 0.273800, worst: 0.371000, mean: 0.313961
Iteration  55, time: 10m 56s, best minima: 0.273800, worst: 0.371000, mean: 0.312875
Iteration  56, time: 10m 58s, best minima: 0.273800, worst: 0.371000, mean: 0.311925
Iteration  57, time: 11m 02s, best minima: 0.270600, worst: 0.371000, mean: 0.310798
Iteration  58, time: 10m 57s, best minima: 0.268200, worst: 0.370400, mean: 0.309608
Iteration  59, time: 10m 55s, best minima: 0.268200, worst: 0.370200, mean: 0.308079
Iteration  60, time: 11m 02s, best minima: 0.262000, worst: 0.369400, mean: 0.306770
Iteration  61, time: 10m 56s, best minima: 0.262000, worst: 0.365400, mean: 0.305744
Iteration  62, time: 10m 54s, best minima: 0.262000, worst: 0.365400, mean: 0.304652
Iteration  63, time: 11m 00s, best minima: 0.262000, worst: 0.365400, mean: 0.303553
Iteration  64, time: 10m 58s, best minima: 0.262000, worst: 0.365400, mean: 0.302486
Iteration  65, time: 10m 54s, best minima: 0.262000, worst: 0.365400, mean: 0.301414
Iteration  66, time: 11m 00s, best minima: 0.262000, worst: 0.365400, mean: 0.300435
Iteration  67, time: 10m 54s, best minima: 0.262000, worst: 0.365400, mean: 0.299418
Iteration  68, time: 10m 55s, best minima: 0.262000, worst: 0.356800, mean: 0.298453
Iteration  69, time: 11m 04s, best minima: 0.262000, worst: 0.356800, mean: 0.297559
Iteration  70, time: 10m 55s, best minima: 0.262000, worst: 0.356800, mean: 0.296733
Iteration  71, time: 10m 59s, best minima: 0.262000, worst: 0.356800, mean: 0.295863
Iteration  72, time: 10m 57s, best minima: 0.262000, worst: 0.356800, mean: 0.295031
Iteration  73, time: 11m 01s, best minima: 0.262000, worst: 0.356800, mean: 0.294278
Iteration  74, time: 10m 53s, best minima: 0.262000, worst: 0.356800, mean: 0.293445
Iteration  75, time: 11m 00s, best minima: 0.262000, worst: 0.356800, mean: 0.292691
Iteration  76, time: 10m 59s, best minima: 0.262000, worst: 0.356800, mean: 0.291983
Iteration  77, time: 10m 57s, best minima: 0.260800, worst: 0.356800, mean: 0.291283
Iteration  78, time: 10m 57s, best minima: 0.257600, worst: 0.356800, mean: 0.290277
Iteration  79, time: 11m 08s, best minima: 0.257600, worst: 0.356800, mean: 0.289544
Iteration  80, time: 10m 54s, best minima: 0.257600, worst: 0.356800, mean: 0.288921
Iteration  81, time: 10m 53s, best minima: 0.257600, worst: 0.356800, mean: 0.288203
Iteration  82, time: 11m 01s, best minima: 0.257200, worst: 0.355200, mean: 0.287497
Iteration  83, time: 10m 55s, best minima: 0.255800, worst: 0.354600, mean: 0.286848
Iteration  84, time: 10m 57s, best minima: 0.255800, worst: 0.343600, mean: 0.286346
Iteration  85, time: 10m 57s, best minima: 0.255000, worst: 0.343600, mean: 0.285884
Iteration  86, time: 11m 01s, best minima: 0.255000, worst: 0.343600, mean: 0.285412
Iteration  87, time: 10m 56s, best minima: 0.255000, worst: 0.343600, mean: 0.284881
Iteration  88, time: 11m 01s, best minima: 0.255000, worst: 0.343600, mean: 0.284428
Iteration  89, time: 11m 03s, best minima: 0.255000, worst: 0.343600, mean: 0.283921
Iteration  90, time: 10m 54s, best minima: 0.255000, worst: 0.343600, mean: 0.283405
Iteration  91, time: 10m 55s, best minima: 0.255000, worst: 0.343600, mean: 0.282869
Iteration  92, time: 10m 58s, best minima: 0.255000, worst: 0.343600, mean: 0.282371
Iteration  93, time: 10m 55s, best minima: 0.255000, worst: 0.343600, mean: 0.281908
Iteration  94, time: 10m 56s, best minima: 0.255000, worst: 0.343600, mean: 0.281421
Iteration  95, time: 11m 05s, best minima: 0.255000, worst: 0.343600, mean: 0.280961
Iteration  96, time: 10m 58s, best minima: 0.255000, worst: 0.343600, mean: 0.280482
Iteration  97, time: 10m 54s, best minima: 0.255000, worst: 0.343600, mean: 0.280037
Iteration  98, time: 10m 58s, best minima: 0.255000, worst: 0.343600, mean: 0.279584
Iteration  99, time: 10m 58s, best minima: 0.255000, worst: 0.343600, mean: 0.279118
Iteration 100, time: 10m 59s, best minima: 0.255000, worst: 0.343600, mean: 0.278674
Iteration 101, time: 11m 23s, best minima: 0.254000, worst: 0.343600, mean: 0.277810
Iteration 102, time: 11m 30s, best minima: 0.254000, worst: 0.343600, mean: 0.277313
Iteration 103, time: 11m 26s, best minima: 0.253400, worst: 0.343600, mean: 0.276846
Iteration 104, time: 11m 24s, best minima: 0.253200, worst: 0.343600, mean: 0.276443
Iteration 105, time: 11m 26s, best minima: 0.253200, worst: 0.343600, mean: 0.276084
Iteration 106, time: 11m 22s, best minima: 0.253200, worst: 0.343600, mean: 0.275711
Iteration 107, time: 11m 28s, best minima: 0.253200, worst: 0.343600, mean: 0.275301
Iteration 108, time: 11m 28s, best minima: 0.252800, worst: 0.343600, mean: 0.274874
Iteration 109, time: 11m 28s, best minima: 0.252800, worst: 0.343600, mean: 0.274489
Iteration 110, time: 11m 27s, best minima: 0.252400, worst: 0.343600, mean: 0.274120
Iteration 111, time: 11m 25s, best minima: 0.252400, worst: 0.343600, mean: 0.273776
Iteration 112, time: 11m 25s, best minima: 0.252400, worst: 0.343600, mean: 0.273426
Iteration 113, time: 11m 23s, best minima: 0.252400, worst: 0.336000, mean: 0.273063
Iteration 114, time: 11m 28s, best minima: 0.252400, worst: 0.336000, mean: 0.272674
Iteration 115, time: 11m 28s, best minima: 0.252000, worst: 0.330600, mean: 0.272291
Iteration 116, time: 11m 26s, best minima: 0.252000, worst: 0.330600, mean: 0.271867
Iteration 117, time: 11m 23s, best minima: 0.251800, worst: 0.330600, mean: 0.271474
Iteration 118, time: 11m 32s, best minima: 0.251800, worst: 0.330600, mean: 0.271031
Iteration 119, time: 11m 24s, best minima: 0.251600, worst: 0.330600, mean: 0.270629
Iteration 120, time: 11m 22s, best minima: 0.250400, worst: 0.330600, mean: 0.270269
Iteration 121, time: 11m 27s, best minima: 0.250400, worst: 0.330600, mean: 0.269960
Iteration 122, time: 11m 29s, best minima: 0.249200, worst: 0.326400, mean: 0.269623
Iteration 123, time: 11m 29s, best minima: 0.249200, worst: 0.320000, mean: 0.269325
Iteration 124, time: 11m 33s, best minima: 0.249200, worst: 0.320000, mean: 0.268994
Iteration 125, time: 11m 23s, best minima: 0.249200, worst: 0.320000, mean: 0.268637
Iteration 126, time: 11m 27s, best minima: 0.249200, worst: 0.320000, mean: 0.268274
Iteration 127, time: 11m 24s, best minima: 0.249200, worst: 0.320000, mean: 0.267906
Iteration 128, time: 11m 32s, best minima: 0.249200, worst: 0.320000, mean: 0.267523
Iteration 129, time: 11m 27s, best minima: 0.249200, worst: 0.317000, mean: 0.267130
Iteration 130, time: 11m 24s, best minima: 0.249000, worst: 0.317000, mean: 0.266697
Iteration 131, time: 11m 25s, best minima: 0.249000, worst: 0.317000, mean: 0.266323
Iteration 132, time: 11m 25s, best minima: 0.249000, worst: 0.317000, mean: 0.265961
Iteration 133, time: 11m 25s, best minima: 0.248600, worst: 0.316200, mean: 0.265595
Iteration 134, time: 11m 31s, best minima: 0.248600, worst: 0.316200, mean: 0.265249
Iteration 135, time: 11m 27s, best minima: 0.248400, worst: 0.316200, mean: 0.264948
Iteration 136, time: 11m 29s, best minima: 0.248400, worst: 0.316200, mean: 0.264720
Iteration 137, time: 11m 29s, best minima: 0.248400, worst: 0.316200, mean: 0.264476
Iteration 138, time: 11m 40s, best minima: 0.248400, worst: 0.316200, mean: 0.264191
Iteration 139, time: 11m 21s, best minima: 0.248000, worst: 0.316200, mean: 0.263884
Iteration 140, time: 11m 23s, best minima: 0.248000, worst: 0.316200, mean: 0.263595
Iteration 141, time: 11m 23s, best minima: 0.247600, worst: 0.316200, mean: 0.263282
Iteration 142, time: 11m 21s, best minima: 0.247400, worst: 0.316200, mean: 0.263020
Iteration 143, time: 11m 20s, best minima: 0.246400, worst: 0.316200, mean: 0.262781
Iteration 144, time: 11m 21s, best minima: 0.246400, worst: 0.316200, mean: 0.262530
Iteration 145, time: 11m 21s, best minima: 0.246400, worst: 0.316200, mean: 0.262264
Iteration 146, time: 11m 18s, best minima: 0.246400, worst: 0.316200, mean: 0.262014
Iteration 147, time: 11m 21s, best minima: 0.246400, worst: 0.316200, mean: 0.261770
Iteration 148, time: 11m 17s, best minima: 0.246400, worst: 0.316200, mean: 0.261500
Iteration 149, time: 11m 16s, best minima: 0.246400, worst: 0.316200, mean: 0.261240
Iteration 150, time: 11m 37s, best minima: 0.246400, worst: 0.310800, mean: 0.260963
Iteration 151, time: 11m 34s, best minima: 0.246200, worst: 0.310800, mean: 0.260695
Iteration 152, time: 11m 31s, best minima: 0.246200, worst: 0.310800, mean: 0.260431
